Store,Dept,Date,Weekly_Sales,IsHoliday
43,1,2011-08-12,4611.71,False
43,1,2011-08-19,4478.85,False
43,1,2011-08-26,5134.52,False
43,1,2011-09-02,4549.06,False
43,1,2011-09-09,5359.26,True
43,1,2011-09-16,5697.72,False
43,1,2011-09-23,4957.1,False
43,1,2011-09-30,5231.48,False
43,1,2011-10-07,6139.79,False
43,1,2011-10-14,7162.77,False
43,1,2011-10-21,7718.09,False
43,1,2011-10-28,10706.43,False
43,1,2011-11-04,18883.29,False
43,1,2011-11-11,5489.05,False
43,1,2011-11-18,5391.24,False
43,1,2011-11-25,5614.35,True
43,1,2011-12-02,6381.7,False
43,1,2011-12-09,7946.35,False
43,1,2011-12-16,14245.97,False
43,1,2011-12-23,9839.39,False
43,1,2011-12-30,6232.91,True
43,1,2012-01-06,5118.97,False
43,1,2012-01-13,5989.53,False
43,1,2012-01-20,5497.29,False
43,1,2012-01-27,5776.26,False
43,1,2012-02-03,6358.67,False
43,1,2012-02-10,8590.82,True
43,1,2012-02-17,18745.46,False
43,1,2012-02-24,5847.43,False
43,1,2012-03-02,70912.01,False
43,1,2012-03-09,6855.45,False
43,1,2012-03-16,7932.81,False
43,1,2012-03-23,6520.03,False
43,1,2012-03-30,7115.06,False
43,1,2012-04-06,11008.34,False
43,1,2012-04-13,9132.49,False
43,1,2012-04-20,5408.07,False
43,1,2012-04-27,5268.09,False
43,1,2012-05-04,5095.17,False
43,1,2012-05-11,6286.9,False
43,1,2012-05-18,5593.44,False
43,1,2012-05-25,5473.03,False
43,1,2012-06-01,5588.64,False
43,1,2012-06-08,5415.67,False
43,1,2012-06-15,4771.3,False
43,1,2012-06-22,5218.79,False
43,1,2012-06-29,4792.13,False
43,1,2012-07-06,5314.56,False
43,1,2012-07-13,5331.0,False
43,1,2012-07-20,5287.44,False
43,1,2012-07-27,4840.2,False
43,1,2012-08-03,5016.66,False
43,1,2012-08-10,5601.28,False
43,1,2012-08-17,4948.86,False
43,1,2012-08-24,5472.67,False
43,1,2012-08-31,5671.76,False
43,1,2012-09-07,6435.36,True
43,1,2012-09-14,6426.0,False
43,1,2012-09-21,6452.27,False
43,1,2012-09-28,6252.61,False
43,1,2012-10-05,6497.3,False
43,1,2012-10-12,7603.6,False
43,1,2012-10-19,8623.58,False
43,1,2012-10-26,10452.71,False
43,2,2010-02-05,22720.1,False
43,2,2010-02-12,19942.01,True
43,2,2010-02-19,23421.42,False
43,2,2010-02-26,21550.61,False
43,2,2010-03-05,22607.3,False
43,2,2010-03-12,21862.86,False
43,2,2010-03-19,22698.15,False
43,2,2010-03-26,20962.01,False
43,2,2010-04-02,22031.18,False
43,2,2010-04-09,22188.31,False
43,2,2010-04-16,22301.31,False
43,2,2010-04-23,22659.44,False
43,2,2010-04-30,21312.54,False
43,2,2010-05-07,23549.28,False
43,2,2010-05-14,22378.7,False
43,2,2010-05-21,23066.31,False
43,2,2010-05-28,22286.41,False
43,2,2010-06-04,23677.74,False
43,2,2010-06-11,21729.0,False
43,2,2010-06-18,23035.14,False
43,2,2010-06-25,22122.37,False
43,2,2010-07-02,23808.62,False
43,2,2010-07-09,23559.64,False
43,2,2010-07-16,22672.26,False
43,2,2010-07-23,22811.77,False
43,2,2010-07-30,22062.0,False
43,2,2010-08-06,25245.36,False
43,2,2010-08-13,24054.83,False
43,2,2010-08-20,24722.02,False
43,2,2010-08-27,24503.54,False
43,2,2010-09-03,25468.99,False
43,2,2010-09-10,24269.09,True
43,2,2010-09-17,25602.05,False
43,2,2010-09-24,24131.45,False
43,2,2010-10-01,24608.19,False
43,2,2010-10-08,24677.72,False
43,2,2010-10-15,22034.08,False
43,2,2010-10-22,24344.95,False
43,2,2010-10-29,20255.82,False
43,2,2010-11-05,20165.83,False
43,2,2010-11-12,19492.98,False
43,2,2010-11-19,18583.06,False
43,2,2010-11-26,17220.7,True
43,2,2010-12-03,19174.31,False
43,2,2010-12-10,18598.6,False
43,2,2010-12-17,18371.71,False
43,2,2010-12-24,18417.89,False
43,2,2010-12-31,16984.16,True
43,2,2011-01-07,19339.88,False
43,2,2011-01-14,18738.91,False
43,2,2011-01-21,18593.81,False
43,2,2011-01-28,18199.96,False
43,2,2011-02-04,19488.75,False
43,2,2011-02-11,19277.13,True
43,2,2011-02-18,20606.11,False
43,2,2011-02-25,21043.17,False
43,2,2011-03-04,22107.21,False
43,2,2011-03-11,22260.2,False
43,2,2011-03-18,20147.31,False
43,2,2011-03-25,19806.66,False
43,2,2011-04-01,20825.9,False
43,2,2011-04-08,21823.33,False
43,2,2011-04-15,20186.49,False
43,2,2011-04-22,21153.45,False
43,2,2011-04-29,20565.56,False
43,2,2011-05-06,21864.52,False
43,2,2011-05-13,21441.22,False
43,2,2011-05-20,22775.27,False
43,2,2011-05-27,20831.05,False
43,2,2011-06-03,20756.12,False
43,2,2011-06-10,21112.52,False
43,2,2011-06-17,21292.31,False
43,2,2011-06-24,19817.43,False
43,2,2011-07-01,21008.42,False
43,2,2011-07-08,20269.11,False
43,2,2011-07-15,20256.05,False
43,2,2011-07-22,17948.24,False
43,2,2011-07-29,16854.44,False
43,2,2011-08-05,19455.67,False
43,2,2011-08-12,18080.99,False
43,2,2011-08-19,19152.82,False
43,2,2011-08-26,20286.35,False
43,2,2011-09-02,20359.78,False
43,2,2011-09-09,20181.44,True
43,2,2011-09-16,19959.23,False
43,2,2011-09-23,20354.05,False
43,2,2011-09-30,19045.16,False
43,2,2011-10-07,21805.31,False
43,2,2011-10-14,19178.76,False
43,2,2011-10-21,20111.81,False
43,2,2011-10-28,18965.99,False
43,2,2011-11-04,19171.62,False
43,2,2011-11-11,18707.78,False
43,2,2011-11-18,18858.59,False
43,2,2011-11-25,17761.74,True
43,2,2011-12-02,18820.14,False
43,2,2011-12-09,18036.3,False
43,2,2011-12-16,18009.62,False
43,2,2011-12-23,19345.55,False
43,2,2011-12-30,16245.74,True
43,2,2012-01-06,19000.48,False
43,2,2012-01-13,19704.74,False
43,2,2012-01-20,20888.17,False
43,2,2012-01-27,18106.15,False
43,2,2012-02-03,21281.03,False
43,2,2012-02-10,21362.18,True
43,2,2012-02-17,19832.58,False
43,2,2012-02-24,21024.15,False
43,2,2012-03-02,21762.39,False
43,2,2012-03-09,22307.03,False
43,2,2012-03-16,20169.64,False
43,2,2012-03-23,20787.84,False
43,2,2012-03-30,20665.35,False
43,2,2012-04-06,20345.49,False
43,2,2012-04-13,19374.58,False
43,2,2012-04-20,20760.92,False
43,2,2012-04-27,19578.85,False
43,2,2012-05-04,21527.3,False
43,2,2012-05-11,19266.34,False
43,2,2012-05-18,20099.11,False
43,2,2012-05-25,19102.58,False
43,2,2012-06-01,19748.68,False
43,2,2012-06-08,21013.31,False
43,2,2012-06-15,19126.52,False
43,2,2012-06-22,19384.07,False
43,2,2012-06-29,19483.3,False
43,2,2012-07-06,19109.6,False
43,2,2012-07-13,19788.43,False
43,2,2012-07-20,19743.22,False
43,2,2012-07-27,19064.1,False
43,2,2012-08-03,21343.03,False
43,2,2012-08-10,20467.88,False
43,2,2012-08-17,20265.36,False
43,2,2012-08-24,19925.56,False
43,2,2012-08-31,20206.4,False
43,2,2012-09-07,21689.65,True
43,2,2012-09-14,20930.28,False
43,2,2012-09-21,20212.08,False
43,2,2012-09-28,18561.83,False
43,2,2012-10-05,22194.61,False
43,2,2012-10-12,19294.01,False
43,2,2012-10-19,19740.37,False
43,2,2012-10-26,18899.79,False
43,3,2010-02-05,1039.38,False
43,3,2010-02-12,1074.34,True
43,3,2010-02-19,1149.38,False
43,3,2010-02-26,1182.78,False
43,3,2010-03-05,1101.65,False
43,3,2010-03-12,1093.53,False
43,3,2010-03-19,712.05,False
43,3,2010-03-26,776.73,False
43,3,2010-04-02,1231.5,False
43,3,2010-04-09,944.2,False
43,3,2010-04-16,1162.48,False
43,3,2010-04-23,1016.55,False
43,3,2010-04-30,943.43,False
43,3,2010-05-07,1013.52,False
43,3,2010-05-14,1002.33,False
43,3,2010-05-21,874.58,False
43,3,2010-05-28,930.55,False
43,3,2010-06-04,657.69,False
43,3,2010-06-11,571.21,False
43,3,2010-06-18,626.87,False
43,3,2010-06-25,550.76,False
43,3,2010-07-02,512.08,False
43,3,2010-07-09,566.7,False
43,3,2010-07-16,698.95,False
43,3,2010-07-23,704.14,False
43,3,2010-07-30,1079.13,False
43,3,2010-08-06,2267.34,False
43,3,2010-08-13,1579.87,False
43,3,2010-08-20,1140.85,False
43,3,2010-08-27,1669.08,False
43,3,2010-09-03,1237.67,False
43,3,2010-09-10,1000.66,True
43,3,2010-09-17,952.27,False
43,3,2010-09-24,1050.36,False
43,3,2010-10-01,961.13,False
43,3,2010-10-08,760.83,False
43,3,2010-10-15,651.98,False
43,3,2010-10-22,1051.88,False
43,3,2010-10-29,791.7,False
43,3,2010-11-05,842.92,False
43,3,2010-11-12,813.72,False
43,3,2010-11-19,792.07,False
43,3,2010-11-26,398.78,True
43,3,2010-12-03,902.05,False
43,3,2010-12-10,911.78,False
43,3,2010-12-17,914.66,False
43,3,2010-12-24,831.58,False
43,3,2010-12-31,459.9,True
43,3,2011-01-07,993.5,False
43,3,2011-01-14,1052.85,False
43,3,2011-01-21,1346.95,False
43,3,2011-01-28,1255.2,False
43,3,2011-02-04,859.13,False
43,3,2011-02-11,874.75,True
43,3,2011-02-18,1022.45,False
43,3,2011-02-25,1085.64,False
43,3,2011-03-04,1044.76,False
43,3,2011-03-11,986.0,False
43,3,2011-03-18,655.65,False
43,3,2011-03-25,564.23,False
43,3,2011-04-01,823.26,False
43,3,2011-04-08,957.18,False
43,3,2011-04-15,890.65,False
43,3,2011-04-22,877.67,False
43,3,2011-04-29,985.34,False
43,3,2011-05-06,965.87,False
43,3,2011-05-13,835.41,False
43,3,2011-05-20,841.5,False
43,3,2011-05-27,771.52,False
43,3,2011-06-03,698.94,False
43,3,2011-06-10,613.24,False
43,3,2011-06-17,473.23,False
43,3,2011-06-24,411.13,False
43,3,2011-07-01,485.51,False
43,3,2011-07-08,636.73,False
43,3,2011-07-15,2076.1,False
43,3,2011-07-22,1733.95,False
43,3,2011-07-29,1594.04,False
43,3,2011-08-05,3165.79,False
43,3,2011-08-12,2100.87,False
43,3,2011-08-19,1510.09,False
43,3,2011-08-26,1873.27,False
43,3,2011-09-02,1141.71,False
43,3,2011-09-09,706.52,True
43,3,2011-09-16,769.28,False
43,3,2011-09-23,889.78,False
43,3,2011-09-30,922.6,False
43,3,2011-10-07,596.18,False
43,3,2011-10-14,591.39,False
43,3,2011-10-21,914.08,False
43,3,2011-10-28,736.52,False
43,3,2011-11-04,688.37,False
43,3,2011-11-11,717.89,False
43,3,2011-11-18,845.59,False
43,3,2011-11-25,429.29,True
43,3,2011-12-02,772.73,False
43,3,2011-12-09,721.43,False
43,3,2011-12-16,733.62,False
43,3,2011-12-23,522.33,False
43,3,2011-12-30,377.4,True
43,3,2012-01-06,817.85,False
43,3,2012-01-13,1309.27,False
43,3,2012-01-20,1302.52,False
43,3,2012-01-27,1199.52,False
43,3,2012-02-03,1040.18,False
43,3,2012-02-10,1083.48,True
43,3,2012-02-17,1032.96,False
43,3,2012-02-24,859.23,False
43,3,2012-03-02,1046.29,False
43,3,2012-03-09,1060.95,False
43,3,2012-03-16,741.27,False
43,3,2012-03-23,961.86,False
43,3,2012-03-30,879.92,False
43,3,2012-04-06,661.1,False
43,3,2012-04-13,660.32,False
43,3,2012-04-20,843.1,False
43,3,2012-04-27,801.44,False
43,3,2012-05-04,857.8,False
43,3,2012-05-11,814.92,False
43,3,2012-05-18,617.39,False
43,3,2012-05-25,674.02,False
43,3,2012-06-01,773.43,False
43,3,2012-06-08,606.91,False
43,3,2012-06-15,606.88,False
43,3,2012-06-22,531.64,False
43,3,2012-06-29,532.4,False
43,3,2012-07-06,441.74,False
43,3,2012-07-13,1181.96,False
43,3,2012-07-20,1477.11,False
43,3,2012-07-27,2705.59,False
43,3,2012-08-03,5023.27,False
43,3,2012-08-10,2106.3,False
43,3,2012-08-17,1445.93,False
43,3,2012-08-24,1297.05,False
43,3,2012-08-31,1976.44,False
43,3,2012-09-07,1184.19,True
43,3,2012-09-14,1122.96,False
43,3,2012-09-21,1022.83,False
43,3,2012-09-28,1017.05,False
43,3,2012-10-05,811.36,False
43,3,2012-10-12,585.0,False
43,3,2012-10-19,927.24,False
43,3,2012-10-26,968.42,False
43,4,2010-02-05,20017.8,False
43,4,2010-02-12,20066.82,True
43,4,2010-02-19,19619.18,False
43,4,2010-02-26,18273.88,False
43,4,2010-03-05,19857.09,False
43,4,2010-03-12,18541.67,False
43,4,2010-03-19,19237.72,False
43,4,2010-03-26,18488.64,False
43,4,2010-04-02,19883.99,False
43,4,2010-04-09,20615.53,False
43,4,2010-04-16,19353.65,False
43,4,2010-04-23,18647.1,False
43,4,2010-04-30,19582.19,False
43,4,2010-05-07,20332.29,False
43,4,2010-05-14,19741.83,False
43,4,2010-05-21,19150.61,False
43,4,2010-05-28,18909.9,False
43,4,2010-06-04,20896.49,False
43,4,2010-06-11,18241.74,False
43,4,2010-06-18,20274.19,False
43,4,2010-06-25,20136.92,False
43,4,2010-07-02,20242.53,False
43,4,2010-07-09,20851.92,False
43,4,2010-07-16,20193.26,False
43,4,2010-07-23,20149.93,False
43,4,2010-07-30,19888.92,False
43,4,2010-08-06,21521.25,False
43,4,2010-08-13,20659.75,False
43,4,2010-08-20,20068.66,False
43,4,2010-08-27,19655.88,False
43,4,2010-09-03,22792.16,False
43,4,2010-09-10,21932.39,True
43,4,2010-09-17,20946.57,False
43,4,2010-09-24,19560.44,False
43,4,2010-10-01,20146.71,False
43,4,2010-10-08,20352.01,False
43,4,2010-10-15,20099.36,False
43,4,2010-10-22,20775.45,False
43,4,2010-10-29,18183.46,False
43,4,2010-11-05,18048.82,False
43,4,2010-11-12,16795.81,False
43,4,2010-11-19,18256.14,False
43,4,2010-11-26,24355.17,True
43,4,2010-12-03,17551.66,False
43,4,2010-12-10,16843.5,False
43,4,2010-12-17,17817.77,False
43,4,2010-12-24,24320.93,False
43,4,2010-12-31,20357.46,True
43,4,2011-01-07,18664.6,False
43,4,2011-01-14,17359.84,False
43,4,2011-01-21,16908.66,False
43,4,2011-01-28,16026.45,False
43,4,2011-02-04,19857.83,False
43,4,2011-02-11,18781.41,True
43,4,2011-02-18,16649.27,False
43,4,2011-02-25,17030.1,False
43,4,2011-03-04,17689.76,False
43,4,2011-03-11,17036.6,False
43,4,2011-03-18,17564.21,False
43,4,2011-03-25,16331.68,False
43,4,2011-04-01,16617.55,False
43,4,2011-04-08,17753.97,False
43,4,2011-04-15,16473.5,False
43,4,2011-04-22,18016.04,False
43,4,2011-04-29,18657.32,False
43,4,2011-05-06,18788.36,False
43,4,2011-05-13,18788.87,False
43,4,2011-05-20,17020.81,False
43,4,2011-05-27,17042.86,False
43,4,2011-06-03,18416.4,False
43,4,2011-06-10,16519.54,False
43,4,2011-06-17,16756.67,False
43,4,2011-06-24,16249.94,False
43,4,2011-07-01,17969.69,False
43,4,2011-07-08,18653.49,False
43,4,2011-07-15,17258.82,False
43,4,2011-07-22,16885.36,False
43,4,2011-07-29,16176.18,False
43,4,2011-08-05,16943.27,False
43,4,2011-08-12,16284.69,False
43,4,2011-08-19,16119.3,False
43,4,2011-08-26,16231.06,False
43,4,2011-09-02,16199.13,False
43,4,2011-09-09,17297.69,True
43,4,2011-09-16,16384.67,False
43,4,2011-09-23,16945.35,False
43,4,2011-09-30,15282.79,False
43,4,2011-10-07,17974.18,False
43,4,2011-10-14,16659.17,False
43,4,2011-10-21,15799.74,False
43,4,2011-10-28,15555.16,False
43,4,2011-11-04,17382.25,False
43,4,2011-11-11,16913.91,False
43,4,2011-11-18,17088.09,False
43,4,2011-11-25,24324.35,True
43,4,2011-12-02,16267.94,False
43,4,2011-12-09,16419.06,False
43,4,2011-12-16,16864.24,False
43,4,2011-12-23,22307.18,False
43,4,2011-12-30,18256.68,True
43,4,2012-01-06,20100.91,False
43,4,2012-01-13,17480.14,False
43,4,2012-01-20,17696.46,False
43,4,2012-01-27,15947.78,False
43,4,2012-02-03,18586.77,False
43,4,2012-02-10,19138.61,True
43,4,2012-02-17,16457.78,False
43,4,2012-02-24,17762.72,False
43,4,2012-03-02,18216.71,False
43,4,2012-03-09,18227.99,False
43,4,2012-03-16,17299.6,False
43,4,2012-03-23,16407.87,False
43,4,2012-03-30,16642.19,False
43,4,2012-04-06,18716.69,False
43,4,2012-04-13,15731.19,False
43,4,2012-04-20,17989.81,False
43,4,2012-04-27,17477.19,False
43,4,2012-05-04,18592.7,False
43,4,2012-05-11,17469.93,False
43,4,2012-05-18,18202.53,False
43,4,2012-05-25,17008.85,False
43,4,2012-06-01,17815.37,False
43,4,2012-06-08,17537.3,False
43,4,2012-06-15,16897.88,False
43,4,2012-06-22,17584.18,False
43,4,2012-06-29,17252.09,False
43,4,2012-07-06,18188.43,False
43,4,2012-07-13,17927.78,False
43,4,2012-07-20,17089.68,False
43,4,2012-07-27,16920.57,False
43,4,2012-08-03,17542.38,False
43,4,2012-08-10,18422.31,False
43,4,2012-08-17,17339.89,False
43,4,2012-08-24,17138.48,False
43,4,2012-08-31,16586.59,False
43,4,2012-09-07,19504.48,True
43,4,2012-09-14,16408.19,False
43,4,2012-09-21,17643.66,False
43,4,2012-09-28,16114.96,False
43,4,2012-10-05,17819.12,False
43,4,2012-10-12,15597.82,False
43,4,2012-10-19,16461.36,False
43,4,2012-10-26,15885.89,False
43,5,2010-02-05,25.0,False
43,5,2010-02-19,25.0,False
43,5,2010-05-07,15.0,False
43,5,2010-05-14,25.0,False
43,5,2010-05-21,75.0,False
43,5,2010-05-28,75.0,False
43,5,2010-06-04,74.88,False
43,5,2010-06-11,34.96,False
43,5,2010-07-02,19.96,False
43,5,2010-07-09,44.96,False
43,5,2010-07-16,44.96,False
43,5,2010-08-27,25.0,False
43,5,2010-12-17,5.0,False
43,5,2011-04-08,79.84,False
43,5,2011-04-15,64.88,False
43,5,2011-04-22,39.92,False
43,5,2011-07-01,47.42,False
43,5,2011-07-08,57.5,False
43,5,2011-07-15,243.42,False
43,5,2011-07-22,258.95,False
43,5,2011-07-29,92.5,False
43,5,2011-08-05,122.0,False
43,5,2011-08-12,178.92,False
43,5,2011-08-19,367.14,False
43,5,2011-08-26,290.85,False
43,5,2011-09-02,420.22,False
43,5,2011-09-09,479.3,True
43,5,2011-09-16,314.8,False
43,5,2011-09-23,310.38,False
43,5,2011-09-30,232.42,False
43,5,2011-10-07,282.68,False
43,5,2011-10-14,502.4,False
43,5,2011-10-21,482.64,False
43,5,2011-10-28,569.86,False
43,5,2011-11-04,606.28,False
43,5,2011-11-11,585.32,False
43,5,2011-11-18,282.72,False
43,5,2011-11-25,337.76,True
43,5,2011-12-02,335.1,False
43,5,2011-12-09,289.72,False
43,5,2011-12-16,1615.92,False
43,5,2011-12-23,2050.0,False
43,5,2011-12-30,1267.32,True
43,5,2012-01-06,1100.06,False
43,5,2012-01-13,1262.74,False
43,5,2012-01-20,1338.78,False
43,5,2012-01-27,1060.36,False
43,5,2012-02-03,1249.7,False
43,5,2012-02-10,1036.86,True
43,5,2012-02-17,1044.2,False
43,5,2012-02-24,973.44,False
43,5,2012-03-02,817.98,False
43,5,2012-03-09,1263.26,False
43,5,2012-03-16,1159.68,False
43,5,2012-03-23,1326.72,False
43,5,2012-03-30,1324.4,False
43,5,2012-04-06,701.4,False
43,5,2012-04-13,920.36,False
43,5,2012-04-20,877.4,False
43,5,2012-04-27,883.36,False
43,5,2012-05-04,708.6,False
43,5,2012-05-11,779.24,False
43,5,2012-05-18,487.68,False
43,5,2012-05-25,467.6,False
43,5,2012-06-01,715.24,False
43,5,2012-06-08,461.4,False
43,5,2012-06-15,388.72,False
43,5,2012-06-22,332.88,False
43,5,2012-06-29,572.56,False
43,5,2012-07-06,809.12,False
43,5,2012-07-13,677.32,False
43,5,2012-07-20,660.86,False
43,5,2012-07-27,449.4,False
43,5,2012-08-03,485.6,False
43,5,2012-08-10,429.48,False
43,5,2012-08-17,513.36,False
43,5,2012-08-24,478.39,False
43,5,2012-08-31,959.64,False
43,5,2012-09-07,720.27,True
43,5,2012-09-14,714.48,False
43,5,2012-09-21,1176.21,False
43,5,2012-09-28,1263.96,False
43,5,2012-10-05,1255.48,False
43,5,2012-10-12,634.48,False
43,5,2012-10-19,1004.8,False
43,5,2012-10-26,700.52,False
43,6,2010-02-05,25.5,False
43,6,2010-02-12,43.11,True
43,6,2010-02-19,43.04,False
43,6,2010-02-26,15.68,False
43,6,2010-03-05,40.96,False
43,6,2010-03-12,32.74,False
43,6,2010-03-19,12.65,False
43,6,2010-03-26,46.74,False
43,6,2010-04-02,30.74,False
43,6,2010-04-09,37.98,False
43,6,2010-04-16,69.83,False
43,6,2010-04-23,33.85,False
43,6,2010-04-30,102.4,False
43,6,2010-05-07,74.8,False
43,6,2010-05-14,139.87,False
43,6,2010-05-21,125.38,False
43,6,2010-05-28,202.42,False
43,6,2010-06-04,143.0,False
43,6,2010-06-11,70.38,False
43,6,2010-06-18,28.82,False
43,6,2010-06-25,22.64,False
43,6,2010-07-02,72.92,False
43,6,2010-07-09,69.83,False
43,6,2010-07-16,70.22,False
43,6,2010-07-23,54.46,False
43,6,2010-07-30,30.74,False
43,6,2010-08-06,33.28,False
43,6,2010-08-13,40.32,False
43,6,2010-08-20,4.64,False
43,6,2010-08-27,67.04,False
43,6,2010-09-03,22.5,False
43,6,2010-09-10,55.56,True
43,6,2010-09-17,39.48,False
43,6,2010-09-24,34.58,False
43,6,2010-10-01,34.06,False
43,6,2010-10-08,36.24,False
43,6,2010-10-15,40.38,False
43,6,2010-10-22,35.72,False
43,6,2010-10-29,65.36,False
43,6,2010-11-05,92.38,False
43,6,2010-11-12,39.88,False
43,6,2010-11-19,24.0,False
43,6,2010-11-26,50.06,True
43,6,2010-12-03,32.14,False
43,6,2010-12-10,23.64,False
43,6,2010-12-17,46.44,False
43,6,2010-12-24,84.8,False
43,6,2010-12-31,52.25,True
43,6,2011-01-14,8.76,False
43,6,2011-02-04,8.94,False
43,6,2011-02-11,8.94,True
43,6,2011-02-18,22.96,False
43,6,2011-02-25,17.22,False
43,6,2011-03-11,32.2,False
43,6,2011-03-18,5.74,False
43,6,2011-04-01,31.63,False
43,6,2011-04-08,16.32,False
43,6,2011-04-15,14.2,False
43,6,2011-04-22,21.76,False
43,6,2011-04-29,17.11,False
43,6,2011-05-06,26.19,False
43,6,2011-05-13,8.67,False
43,6,2011-05-20,34.86,False
43,6,2011-05-27,19.55,False
43,6,2011-06-03,16.32,False
43,6,2011-06-10,-3.47,False
43,6,2011-06-17,19.55,False
43,6,2011-07-01,28.22,False
43,6,2011-07-08,24.99,False
43,6,2011-07-15,23.6,False
43,6,2011-07-22,18.89,False
43,6,2011-07-29,8.67,False
43,6,2011-08-05,13.62,False
43,6,2011-08-19,15.42,False
43,6,2011-08-26,27.2,False
43,6,2011-09-02,27.86,False
43,6,2011-09-09,48.76,True
43,6,2011-09-16,15.92,False
43,6,2011-09-23,21.36,False
43,6,2011-09-30,24.68,False
43,6,2011-10-07,52.35,False
43,6,2011-10-14,34.97,False
43,6,2011-10-21,63.34,False
43,6,2011-10-28,23.66,False
43,6,2011-11-04,49.22,False
43,6,2011-11-11,41.66,False
43,6,2011-11-25,75.4,True
43,6,2011-12-09,22.76,False
43,6,2011-12-16,68.28,False
43,6,2011-12-23,104.08,False
43,6,2011-12-30,103.68,True
43,6,2012-01-06,19.76,False
43,6,2012-01-13,32.1,False
43,6,2012-01-20,37.7,False
43,6,2012-02-10,14.88,True
43,6,2012-02-17,24.76,False
43,6,2012-03-02,9.44,False
43,6,2012-03-09,24.76,False
43,6,2012-06-15,9.88,False
43,6,2012-06-22,8.0,False
43,6,2012-07-06,8.0,False
43,6,2012-07-20,9.88,False
43,6,2012-07-27,48.4,False
43,6,2012-08-03,29.64,False
43,6,2012-08-10,18.76,False
43,6,2012-08-31,19.76,False
43,6,2012-09-07,17.76,True
43,6,2012-09-14,19.76,False
43,6,2012-09-21,8.88,False
43,6,2012-09-28,8.88,False
43,6,2012-10-05,19.76,False
43,6,2012-10-12,43.12,False
43,6,2012-10-19,8.88,False
43,6,2012-10-26,9.88,False
43,7,2010-02-05,488.29,False
43,7,2010-02-12,664.36,True
43,7,2010-02-19,581.67,False
43,7,2010-02-26,497.6,False
43,7,2010-03-05,566.08,False
43,7,2010-03-12,534.93,False
43,7,2010-03-19,630.05,False
43,7,2010-03-26,560.2,False
43,7,2010-04-02,626.29,False
43,7,2010-04-09,1102.26,False
43,7,2010-04-16,1031.33,False
43,7,2010-04-23,736.41,False
43,7,2010-04-30,713.4,False
43,7,2010-05-07,760.54,False
43,7,2010-05-14,866.84,False
43,7,2010-05-21,775.3,False
43,7,2010-05-28,950.22,False
43,7,2010-06-04,955.97,False
