user_id,anime_id,rating
342,22123,-1
342,30364,-1
342,31573,-1
342,32943,-1
345,15451,8
345,20785,8
346,5262,7
348,20785,10
349,15451,7
352,15451,8
352,20785,8
353,13659,9
354,15451,6
358,1887,-1
359,13659,10
364,15451,-1
365,5262,9
367,20785,8
367,22123,8
368,15451,9
372,10702,-1
372,13659,-1
372,15451,-1
372,17777,-1
372,20785,-1
373,13659,-1
373,15451,8
373,20785,10
375,10681,-1
375,20785,-1
378,5262,10
379,651,-1
379,13659,-1
379,15451,10
379,17777,-1
381,15451,-1
384,10681,7
384,19115,8
385,5684,5
385,32542,10
392,167,8
392,971,-1
392,1068,-1
392,4107,-1
392,10702,3
392,13659,6
392,20785,8
393,13659,9
394,10197,-1
395,20785,10
398,15451,-1
398,22123,-1
400,10702,6
400,15451,4
405,15451,8
405,32542,8
407,4107,-1
407,5262,-1
407,13659,-1
407,15451,-1
407,20785,-1
410,22123,7
414,10702,9
415,1887,8
415,14735,8
416,13659,8
417,13659,5
418,3916,8
418,4775,6
418,13659,9
418,15451,10
418,17777,9
420,1887,7
421,1887,7
421,13659,6
423,13659,9
423,16199,5
423,16317,9
426,20785,-1
427,15451,8
427,20785,9
428,4053,10
428,20785,10
431,13659,-1
431,15451,-1
431,17777,-1
431,20785,-1
433,15451,7
433,20785,8
435,13659,8
435,15451,-1
435,20785,7
436,1887,10
436,10197,-1
438,13659,8
438,15451,8
438,16199,7
438,17777,6
438,20785,8
439,5155,5
439,10702,6
443,13659,-1
443,15451,-1
444,15451,5
446,167,9
446,10681,5
446,10702,6
446,10934,7
446,15451,8
446,20785,8
447,167,-1
447,10681,6
448,1887,8
453,10681,6
454,5262,5
454,13659,8
455,1887,6
455,2148,4
455,13659,7
461,13659,7
461,15451,7
462,651,6
462,13659,8
462,15451,8
462,17777,8
467,1887,-1
467,22123,-1
470,5262,-1
471,10681,8
475,5262,7
475,15451,-1
477,1887,-1
477,13659,-1
478,5262,9
478,10934,8
478,13659,9
478,16199,7
478,20785,8
478,22123,8
487,5262,9
488,1887,9
492,10934,6
492,15451,3
492,20785,8
492,32542,7
494,4107,9
496,1887,7
497,15451,10
500,13659,7
500,15451,8
502,1887,8
503,10681,6
503,20785,6
504,1887,-1
504,5262,-1
504,20785,-1
505,1887,8
505,20785,8
508,10681,8
508,32542,10
510,1887,7
511,7744,5
512,5262,10
514,10934,6
514,13659,10
518,15451,9
519,13659,8
519,15451,9
524,13659,-1
524,15451,-1
524,20785,-1
524,22123,-1
525,20785,9
528,1887,8
529,4053,8
529,14735,8
529,17777,5
529,20785,6
529,32542,8
530,1887,10
530,3318,8
530,4107,10
530,32542,6
531,10702,9
533,10934,5
533,15451,6
539,1887,8
540,13659,8
540,15451,10
540,17777,7
540,20785,9
541,1887,9
541,4107,9
541,7744,8
541,10702,7
541,13659,8
544,20785,6
547,13659,6
547,20785,10
548,13659,9
548,15451,8
548,20785,10
548,22123,8
549,1887,10
551,15451,10
551,20785,9
552,13659,-1
553,10681,8
553,20785,9
556,1887,8
559,15451,7
559,17777,4
559,20785,4
563,32542,9
564,13659,2
565,4053,5
565,13659,7
565,20785,7
566,10681,7
566,15451,7
567,8171,8
567,9220,7
567,13659,5
567,16317,6
571,15451,10
571,20785,10
572,971,5
572,4107,7
572,10702,3
573,4053,7
573,13659,8
573,15451,8
573,20785,8
573,32542,7
574,10934,-1
578,13659,8
578,15451,9
579,15451,10
581,1887,8
581,10702,7
581,13659,10
581,20785,10
585,32542,7
587,5262,8
589,13659,-1
589,15451,-1
589,17777,-1
589,20785,-1
592,15451,8
593,10934,8
593,15451,8
593,20785,8
595,20785,9
598,13659,8
598,15451,9
599,20785,7
602,1887,8
604,10681,6
606,13659,-1
609,1887,10
610,1887,6
610,13659,5
611,32542,7
612,1488,8
612,15451,5
615,2355,9
619,15451,10
621,1887,-1
622,13659,-1
622,15451,-1
622,20785,7
624,1887,7
625,10702,-1
626,15451,8
627,15451,-1
629,15451,7
631,1887,-1
631,32542,8
633,1887,7
633,13659,6
634,13659,7
634,15451,6
634,17777,7
635,15451,10
636,13659,7
637,15451,10
637,20785,8
637,22123,6
643,1887,-1
643,5262,7
646,15451,7
648,4107,-1
650,15451,8
651,1887,8
651,4053,-1
651,13659,-1
651,20785,7
652,15451,7
655,4107,10
656,4107,8
656,13659,7
656,15451,8
656,20785,8
657,1887,7
657,4053,9
657,19133,4
658,2148,8
659,2355,9
660,3318,7
660,13659,8
660,15451,8
661,167,7
661,3318,7
661,4107,9
661,5031,7
661,10681,9
661,13659,7
661,15451,8
661,16317,8
661,20785,8
662,2355,3
662,13659,7
662,20785,7
662,32542,8
663,15451,10
666,15451,10
666,20785,7
669,3318,8
670,1887,8
670,13659,9
670,15451,8
670,16317,5
670,17777,6
670,20785,7
675,4107,7
678,13659,-1
679,1887,6
680,4107,10
680,13659,9
686,1887,-1
686,4107,-1
686,5262,-1
686,5684,-1
686,16419,-1
687,10681,8
687,15451,6
687,20785,6
687,32542,7
688,13659,7
688,15451,7
689,20785,9
691,13659,7
692,15451,-1
692,20785,10
694,1887,9
694,13659,7
694,15451,7
696,1887,-1
696,4107,8
702,13659,8
702,15451,6
704,5262,10
720,4107,5
721,2148,9
721,4053,9
721,5784,6
725,10197,5
725,10681,8
728,13659,-1
728,22123,-1
729,1887,-1
729,2148,-1
735,13659,8
735,20785,5
735,32542,7
736,15451,8
737,4107,9
737,13659,7
737,17777,-1
738,1887,10
740,32542,7
741,1887,8
741,13659,7
741,15451,9
741,17777,6
741,20785,8
743,4107,10
743,13659,5
744,167,6
744,13659,7
744,20785,8
745,22123,7
746,1887,7
746,13659,8
746,15451,7
746,20785,7
748,1887,-1
748,4107,-1
748,13659,8
749,10702,5
750,22123,7
750,32542,8
751,13659,1
753,971,9
753,1630,7
754,2148,7
759,13659,9
760,10681,-1
760,15451,-1
760,32542,-1
761,2355,-1
761,4312,-1
762,7744,9
763,15451,7
764,13659,-1
764,15451,-1
765,15451,10
768,13659,9
768,16199,5
768,17777,4
768,20785,8
768,32542,8
771,1887,6
771,13659,5
771,15451,6
771,20785,7
771,32542,6
773,15451,8
774,13659,4
774,15451,3
774,20785,8
776,13659,7
776,15451,7
776,17777,4
776,20785,8
777,13659,8
777,15451,7
777,20785,9
778,15451,8
783,15451,8
783,17777,6
783,20785,9
784,167,6
784,4107,8
784,22123,6
786,13659,8
786,15451,9
786,17777,7
786,20785,10
786,32542,8
787,15451,10
788,10681,6
788,15451,9
788,20785,9
790,1887,7
792,15451,9
795,4107,8
796,13659,8
796,15451,9
797,15451,7
799,5262,10
799,32542,9
801,1887,10
803,5784,8
804,1887,10
804,5262,-1
804,10197,-1
804,13659,-1
804,20785,-1
806,15451,10
806,17777,8
808,15451,8
809,15451,7
813,167,8
813,13659,7
813,15451,7
813,20785,8
814,1887,-1
814,15451,7
815,13659,6
815,20785,9
816,13659,10
819,15451,8
820,1887,10
820,15451,8
825,13659,9
825,15451,10
825,20785,9
826,13659,10
826,15451,7
829,13659,8
833,15451,6
834,13659,7
837,1887,8
837,15451,8
837,32542,9
839,5262,8
842,2148,-1
842,5784,-1
842,15451,-1
842,17777,-1
847,32542,8
848,17777,1
856,5784,-1
857,13659,7
859,13659,8
859,15451,7
859,20785,5
861,971,6
861,13659,7
861,32542,6
862,5262,7
862,20785,8
866,2148,10
869,167,7
870,5262,-1
871,20785,4
875,13659,6
876,20785,9
878,20785,9
887,1887,-1
887,5262,-1
890,10681,8
890,13659,7
893,4107,8
893,15451,8
894,1887,9
894,10681,7
894,13659,8
896,1887,-1
897,15451,5
899,13659,8
899,15451,9
905,1887,4
905,22123,5
907,167,6
910,1887,7
910,5262,7
911,15451,8
916,2148,6
916,3318,8
917,4107,-1
917,8171,-1
917,15451,-1
917,20785,-1
919,10681,8
920,15451,8
920,20785,8
922,13659,9
923,13659,9
924,15451,-1
926,4107,8
926,13659,7
926,15451,9
926,20785,8
926,32542,7
928,5262,-1
930,20785,8
931,1887,7
931,13659,7
932,13659,-1
932,15451,-1
932,17777,-1
932,20785,-1
933,1887,9
934,1887,7
934,13659,8
934,15451,8
934,20785,8
935,1887,8
936,15451,10
937,13659,7
937,15451,8
938,4107,8
938,13659,7
940,4107,-1
940,13659,-1
940,15451,-1
940,17777,-1
940,20785,-1
940,22123,-1
941,1887,10
941,15451,9
942,15451,-1
943,1887,8
943,15451,10
946,13659,7
946,15451,8
946,17777,7
946,20785,7
948,13659,7
950,15451,9
952,15451,10
954,1887,8
954,13659,9
954,17777,5
954,20785,8
954,22123,9
955,15451,9
958,1887,9
958,4107,8
958,8297,5
958,10702,8
958,13659,9
958,15451,7
958,16199,6
958,19115,8
958,22123,4
962,1887,-1
963,10681,9
963,13659,7
963,20785,8
966,20785,8
967,13659,9
967,20785,9
976,4107,10
976,13659,7
976,20785,5
979,15451,10
979,20785,10
980,15451,10
984,15451,9
984,17777,5
984,20785,7
985,1887,-1
987,13659,9
987,15451,9
988,20785,9
993,15451,9
993,22123,9
994,3318,8
996,1887,8
996,5262,7
996,13659,9
996,15451,8
996,17777,8
996,20785,8
996,32542,8
1004,10681,10
1004,15451,9
1006,15451,8
1007,13659,-1
1007,15451,-1
1007,17777,-1
1007,20785,-1
1013,15451,7
1013,20785,7
1014,1887,6
1014,13659,2
1015,13659,8
1016,1887,7
1017,5262,8
1019,13659,7
1019,15451,7
1019,17777,7
1019,20785,8
1019,32542,9
1020,5262,4
1020,13659,9
1020,15451,8
1020,17777,8
1020,20785,10
1020,22123,6
1022,1887,-1
1025,13659,6
1026,1887,9
1026,10681,-1
1026,20785,-1
1027,1887,-1
1027,13659,-1
1027,15451,-1
1027,17777,-1
1027,20785,-1
1028,13659,8
1028,17777,6
1030,1887,8
1031,10681,7
1031,20785,9
1031,32542,8
1033,15451,-1
1034,15451,10
1034,20785,-1
1035,1887,-1
1035,13659,-1
1035,15451,-1
1035,20785,-1
1036,20785,6
1037,5784,10
1038,15451,9
1038,20785,8
1039,20785,7
1040,15451,8
1044,9220,6
1044,15451,10
1044,17777,4
1044,20785,8
1044,32542,8
1046,10681,9
1046,13659,10
1046,15451,10
1046,17777,10
1046,20785,9
1046,22123,9
1048,167,-1
1048,4053,-1
1048,13659,-1
1048,15451,9
1052,1887,-1
1053,13659,-1
1053,15451,9
1058,10934,9
1058,13659,9
1058,15451,9
1058,20785,9
1058,32542,10
1061,15451,9
1062,13659,4
1065,1887,8
1065,4107,7
1066,20785,8
1067,4107,9
1067,13659,9
1068,5262,9
1069,1887,8
1069,13659,6
1071,1887,-1
1072,13659,9
1073,13659,7
1073,15451,9
1074,10681,10
1074,13659,9
1074,17777,8
1074,20785,-1
1076,15451,8
1080,4107,-1
1081,15451,10
1086,4107,-1
1086,16317,-1
1088,1887,7
1088,5262,8
1090,5262,8
1090,10681,7
1097,15451,7
1102,5784,8
1103,1887,9
1103,13659,8
1103,15451,8
1103,17777,5
1103,20785,7
1103,22123,7
1103,32542,7
1105,4107,9
1111,14735,8
1111,20785,9
1113,2148,6
1114,651,7
1114,3318,7
1114,4053,6
1114,4107,6
1116,8171,10
1116,20785,10
1117,10681,7
1118,1887,8
1119,1887,10
1119,13659,10
1119,15451,10
1122,20785,-1
1124,651,8
1126,15451,10
1130,15451,8
1131,20785,9
1132,1887,9
1132,13659,7
1132,16317,7
1132,17777,6
1132,20785,7
1132,32542,7
1138,13659,7
1138,15451,7
1139,13659,8
1140,2148,5
1140,5784,8
1140,10681,9
1140,20785,9
1144,13659,-1
1144,15451,-1
1145,651,8
1145,1887,9
1145,4107,10
1145,5244,9
1145,7744,10
1145,9220,7
1145,13659,7
1145,16199,-1
1145,16317,7
1145,19115,10
1145,20785,8
1145,22123,-1
1145,33021,-1
1146,15451,10
1146,20785,-1
1147,5262,-1
1148,13659,5
1153,15451,7
1153,32542,7
1157,13659,-1
1157,15451,5
1160,15451,-1
1160,20785,-1
1160,22123,-1
1163,13659,9
1163,15451,9
1163,17777,9
1163,20785,10
1163,32542,9
1165,15451,10
1165,17777,9
1169,15451,10
1169,20785,7
1169,32542,-1
1170,1887,8
1170,10681,9
1170,15451,10
1176,651,-1
1176,1887,8
1176,10681,8
1176,13659,8
1176,15451,8
1176,17777,7
1176,22123,7
1176,32542,7
1182,4107,-1
1184,13659,7
1185,15451,8
1186,1887,9
1186,13659,8
1186,16199,7
1186,22123,7
1188,651,-1
1188,10681,-1
1188,10702,-1
1190,4107,8
1190,15451,6
1190,20785,7
1191,4107,8
1191,10681,9
1191,10934,3
1191,13659,5
1191,15451,7
1193,13659,3
1194,1887,8
1194,13659,4
1194,15451,8
1195,15451,8
1195,20785,8
1199,15451,5
1199,32542,8
1200,1014,6
1201,13659,-1
1201,15451,-1
1202,1887,10
1202,13659,8
1202,15451,6
1202,17777,-1
1202,20785,7
1209,13659,7
1209,15451,8
1209,20785,9
1210,10681,6
1213,13659,6
1213,16199,4
1213,20785,7
1214,15451,9
1216,10681,9
1217,1887,9
1219,13659,9
1221,1887,6
1221,13659,8
1221,15451,8
1221,17777,6
1221,20785,7
1222,5262,10
1222,14735,8
1222,17777,7
1223,1887,9
1223,13659,5
1223,16199,7
1223,16317,5
1223,17777,3
1223,20785,7
1223,22123,4
1223,32542,7
1232,13659,-1
1232,15451,-1
1232,17777,-1
1233,15451,7
1235,13659,9
1235,15451,-1
1236,15451,8
1237,167,7
1237,971,7
1238,15451,9
1243,5262,5
1243,13659,4
1245,1887,10
1252,1887,-1
1252,5262,-1
1252,13659,-1
1252,17777,-1
1253,13659,8
1253,15451,8
1254,15451,8
1255,1887,9
1256,15451,6
1257,13659,6
1257,32542,8
1258,20785,9
1259,651,-1
1259,22123,-1
1260,5262,7
1260,15451,7
1266,17777,7
1267,20785,5
1272,1887,6
1272,4107,10
1273,1887,7
1273,13659,8
1274,15451,6
1274,20785,10
1275,15451,9
1275,20785,10
1281,4107,7
1284,15451,7
1284,20785,6
1287,10702,9
1287,13659,10
1287,15451,10
1287,17777,8
1287,20785,10
1289,4107,10
1294,10681,7
1297,20785,7
1301,13659,7
1301,15451,7
1303,1887,9
1303,15451,9
1306,13659,10
1306,15451,10
1306,17777,9
1306,20785,10
1308,15451,10
1309,13659,4
1309,15451,7
1309,17777,5
1309,20785,8
1310,1887,8
1310,13659,8
1310,20785,8
1316,15451,8
1320,15451,10
1322,5684,-1
1322,13659,-1
1322,15451,-1
1322,16419,-1
1322,17777,-1
1322,20785,-1
1324,13659,9
1324,15451,7
1324,17777,6
1324,20785,7
1327,10681,8
1327,13659,9
1327,15451,7
1327,17777,5
1327,20785,5
1327,32542,7
1332,13659,10
1332,20785,10
1332,32542,8
1334,15451,-1
1338,3318,-1
1338,10702,-1
1338,13659,-1
1338,15451,-1
1338,17777,-1
1338,20785,-1
1340,15451,8
1340,20785,7
1344,8171,10
1344,8297,5
1344,9220,6
1344,10681,7
1344,10702,6
1344,13659,7
1344,15451,8
1344,16199,6
1344,17777,7
1344,20785,7
1344,32542,6
1344,33021,4
1348,8171,10
1349,3318,10
1349,15451,8
1350,1887,10
1350,13659,8
1350,14735,-1
1350,20785,-1
1353,32542,-1
1354,15451,9
1354,20785,8
1358,1887,8
1361,15451,8
1364,32542,10
1366,1887,8
1366,13659,10
1366,15451,9
1366,17777,8
1369,17777,5
1371,15451,9
1371,20785,9
1374,651,5
1376,5784,6
1378,14735,10
1382,15451,9
1382,20785,8
1385,15451,7
1385,30364,-1
1386,32542,7
1387,18639,-1
1390,3318,8
1390,10681,6
1391,22123,-1
1392,10702,-1
1394,15451,-1
1394,20785,-1
1395,4107,8
1396,1887,8
1396,15451,7
1400,20785,9
1402,32542,8
1404,1887,7
1404,2148,2
1404,5784,6
1407,15451,9
1410,10681,7
1410,15451,9
1410,20785,8
1415,32542,7
1416,5262,6
1416,20785,-1
1418,13659,7
1418,15451,6
1419,10681,9
1419,15451,6
1419,20785,6
1425,1887,9
1425,15451,9
1425,20785,10
1429,10702,8
1431,10681,8
1431,15451,8
1431,17777,6
1431,20785,7
1433,1887,5
1434,10681,5
1436,22123,-1
1437,1887,9
1437,5262,-1
1437,10197,6
1439,15451,-1
1441,1887,9
1441,13659,10
1441,20785,9
1444,1887,5
1445,15451,9
1446,4107,10
1446,15451,8
1446,20785,8
1448,1887,-1
1448,16199,-1
1450,15451,8
1450,20785,8
1456,1887,8
1456,5262,9
1456,10197,8
1456,10934,7
1456,13659,9
1456,15451,6
1456,19115,8
1464,1887,7
1465,2355,6
1465,4107,-1
1465,10702,5
1466,5784,6
1466,10681,8
1471,1887,7
1471,10197,9
1472,4107,9
1480,1887,5
1480,13659,5
1480,15451,8
1480,17777,4
1482,15451,10
1482,17777,8
1482,20785,9
1482,32542,9
1483,1887,9
1483,3318,8
1483,13659,6
1483,16419,8
1484,17777,6
1484,22123,6
1485,167,8
1485,20785,7
1486,1887,8
1486,5262,7
1487,13659,8
1488,5262,7
1489,8171,-1
1489,13659,-1
1489,15451,-1
1489,20785,-1
1494,32542,-1
1495,13659,-1
1495,15451,-1
1495,17777,9
1497,5262,8
1497,13659,6
1497,15451,7
1497,17777,6
1497,19115,7
1497,20785,7
1497,22123,7
1497,32542,8
1497,33021,1
1501,15451,5
1501,20785,9
1504,5244,9
1504,10934,7
1504,13659,8
1504,15451,9
1504,19115,9
1504,20785,8
1504,32542,8
1505,13659,-1
1505,15451,-1
1506,2148,8
1508,15451,9
1509,15451,4
1509,22123,8
1513,1887,9
1514,1887,10
1514,10197,8
1514,10681,8
1516,15451,10
1517,1887,-1
1517,5262,8
1517,13659,-1
1517,20785,-1
1519,1887,8
1522,10681,7
1522,13659,7
1522,15451,8
1522,17777,7
1522,20785,7
1524,13659,-1
1526,15451,8
1526,20785,7
1528,15451,8
1530,2355,7
1530,10934,6
1530,13659,9
1530,15451,6
1530,16199,7
1530,17777,7
1530,20785,8
1530,30364,5
1532,15451,9
1532,20785,8
1534,15451,-1
1536,5784,-1
1536,15451,-1
1537,10197,7
1539,2148,-1
1539,13659,-1
1539,22123,-1
1540,15451,9
1541,1887,10
1541,13659,8
1541,15451,9
1541,17777,5
1547,32542,10
1549,13659,7
1549,15451,9
1549,17777,7
1549,20785,10
1549,32542,9
1551,4107,8
1551,15451,9
1551,17777,9
1551,20785,8
1554,15451,7
1557,15451,8
1558,1887,10
1560,1887,10
1563,15451,10
1564,15451,10
1565,1887,10
1566,15451,8
1566,17777,6
1566,20785,9
1568,15451,3
1570,1887,10
1570,10681,10
1570,13659,7
1570,15451,7
1570,17777,1
1570,20785,9
1570,22123,9
1571,5784,6
1576,13659,4
1576,15451,4
1576,22123,8
1576,32542,8
1576,33021,5
1578,13659,10
1578,17777,7
1578,32542,7
1579,1887,-1
1579,5262,-1
1579,10934,-1
1579,13659,-1
1579,15451,-1
1579,16199,-1
1579,20785,-1
1579,32542,-1
1585,8171,7
1585,13659,8
1585,16199,6
1589,651,7
1589,1887,8
1589,13659,9
1589,16199,8
1590,13659,6
1590,15451,9
1592,15451,10
1592,17777,9
1593,8171,-1
1593,16317,-1
1594,32542,8
1596,10681,-1
1597,13659,-1
1597,17777,-1
1598,1887,-1
1598,13659,-1
1600,17777,8
1600,20785,8
1601,4107,10
1601,15451,5
1602,13659,8
1602,15451,9
1605,20785,9
1609,1887,-1
1612,651,-1
1612,15451,10
1614,15451,-1
1616,1887,9
1619,13659,8
1620,10681,9
1620,13659,8
1620,15451,9
1620,17777,8
1620,20785,9
1621,20785,10
1622,1887,-1
1623,10702,5
1623,13659,9
1624,15451,9
1624,20785,6
1624,32542,8
1625,4107,-1
1626,15451,9
1632,5784,7
1634,1887,8
1637,1887,7
1637,5262,5
1637,13659,8
1637,15451,8
1637,16199,8
1638,1887,8
1638,13659,8
1638,15451,9
1638,20785,8
1640,30364,9
1640,32542,10
1642,1887,8
1642,13659,6
1642,19133,8
1644,1887,8
1644,10197,8
1644,15451,-1
1644,20785,8
1645,1887,9
1647,10702,9
1647,14735,9
1648,15451,10
1649,15451,8
1650,2148,2
1651,1887,10
1651,4107,9
1651,15451,9
1651,17777,3
1651,20785,5
1652,1887,-1
1652,15451,6
1652,17777,8
1652,22123,8
1653,15451,8
1653,20785,9
1654,8171,9
1654,10702,9
1657,13659,7
1658,20785,-1
1658,32542,-1
1659,13659,-1
1661,1887,7
1665,15451,-1
1666,1887,10
1668,15451,8
1669,1887,7
1669,17777,7
1669,20785,8
1669,22123,7
1669,32542,7
1670,971,6
1670,1887,6
1672,20785,10
1674,13659,6
1678,13659,7
1678,15451,9
1682,20785,7
1684,15451,8
1688,15451,10
1688,20785,9
1689,651,9
1689,1887,-1
1689,13659,8
1689,20785,10
1692,5262,1
1695,1887,6
1695,5262,6
1695,9220,6
1697,1887,8
1697,4107,9
1697,13659,5
1697,20785,8
1697,32542,7
1699,1887,5
1701,13659,-1
1701,20785,7
1704,20785,7
1705,13659,6
1705,15451,8
1705,20785,8
1708,13659,-1
1708,15451,10
1708,20785,-1
1710,4053,8
1710,10681,7
1710,20785,9
1711,4107,7
1711,15451,8
1711,20785,7
1712,15451,9
1715,15451,8
1718,10934,7
1719,1887,10
1719,13659,9
1720,2148,5
1720,5784,7
1720,17777,8
1720,20785,10
1720,32542,8
1720,33021,6
1728,32542,7
1730,15451,8
1731,4053,-1
1732,32542,-1
1734,13659,10
1734,32542,8
1737,167,7
1737,1887,8
1737,13659,6
1737,15451,5
1737,17777,6
1737,20785,7
1737,32542,7
1745,15451,-1
1749,20785,6
1750,1887,-1
1750,5262,-1
1750,22123,9
1756,15451,9
1760,13659,9
1761,1887,8
1761,13659,9
1761,15451,9
1762,1887,8
1764,1887,10
1764,13659,4
1764,15451,8
1765,20785,8
1768,15451,9
1769,1887,6
1771,15451,5
1771,20785,8
1772,15451,10
1774,10197,8
1774,17777,6
1776,15451,9
1777,2148,-1
1781,1887,8
1781,10702,7
1781,22123,8
1781,32542,7
1786,1887,7
1786,7744,7
1786,13659,8
1786,17777,7
1786,20785,7
1788,20785,8
1791,4107,9
1792,15451,-1
1794,1887,-1
1797,15451,9
1798,651,3
1798,13659,7
1798,15451,7
1799,5262,9
1800,15451,6
1803,13659,9
1803,15451,10
1807,4053,8
1807,5262,8
1807,14735,8
1807,17777,7
1807,20785,9
1809,20785,7
1811,1887,7
1811,5262,5
1814,19115,8
1815,13659,7
1815,15451,-1
1815,20785,7
1822,1887,7
1822,2331,5
1822,3630,6
1822,4312,8
1822,5834,7
1822,13659,7
1830,17777,8
1830,20785,9
1833,5262,-1
1833,15451,-1
1833,20785,-1
1835,1488,7
1835,8171,8
1835,10681,8
1835,15451,8
1836,1887,10
1838,13659,10
1838,15451,9
1839,1887,-1
1839,2148,-1
1842,1887,9
1842,13659,8
1842,20785,8
1843,1887,10
1843,10702,8
1843,13659,10
1844,4107,10
1844,13659,7
1844,15451,6
1844,20785,8
1847,13659,7
1847,15451,7
1848,15451,6
1851,13659,9
1853,1887,7
1853,14735,7
1853,15451,6
1854,167,7
1854,4107,9
1854,8297,5
1856,167,7
1856,1887,6
1857,15451,7
1858,4107,10
1861,13659,8
1866,13659,7
1866,15451,7
1867,15451,5
1867,20785,7
1870,1887,-1
1870,2148,-1
1870,13659,-1
1870,17777,-1
1870,20785,-1
1870,22123,-1
1871,13659,-1
1871,32542,-1
1873,3318,8
1873,15451,9
1873,20785,6
1877,15451,9
1877,17777,6
1878,1887,6
1879,20785,8
1887,15451,4
1888,10681,7
1889,1887,-1
1889,13659,-1
1889,20785,-1
1890,15451,4
1895,15451,-1
1895,20785,9
1897,32542,9
1903,15451,10
1904,15451,-1
1907,20785,8
1909,13659,9
1909,20785,7
1912,1887,9
